Unnamed: 0,cell_id,load_factor,max_load,peak_wait,wait_times
,76.0,0.0,0.0,0.0,
,77.0,0.0,0.0,0.0,
,78.0,0.0,0.0,0.0,
,79.0,0.0,0.0,0.0,
,80.0,0.0,0.0,0.0,
,81.0,0.0,0.0,0.0,
,82.0,0.0,0.0,0.0,
,83.0,0.0,0.0,0.0,
,84.0,0.0,0.0,0.0,
,85.0,0.0,0.0,0.0,
,86.0,0.0052907725882007,2116.309035280298,0.0,
,87.0,0.0056753722533162,2270.1489013264813,0.0,0.0
,88.0,0.0,0.0,0.0,
,89.0,0.0,0.0,0.0,
,90.0,0.0,0.0,0.0,
,91.0,0.0,0.0,0.0,
,92.0,0.0,0.0,0.0,
,93.0,0.0598996533552298,23959.861342091936,0.0,0.0
,94.0,0.0,0.0,0.0,
,95.0,0.0,0.0,0.0,
,96.0,0.0,0.0,0.0,
,97.0,0.0,0.0,0.0,
,98.0,0.0,0.0,0.0,
,99.0,0.0,0.0,0.0,
,100.0,0.0463191923041557,18527.67692166232,0.0,0.0
,101.0,0.0,0.0,0.0,
,102.0,0.0,0.0,0.0,
,103.0,0.0,0.0,0.0,
,104.0,0.0,0.0,0.0,
,105.0,0.0,0.0,0.0,
,106.0,0.0,0.0,0.0,
,107.0,0.0,0.0,0.0,
,108.0,0.0,0.0,0.0,
,109.0,0.0,0.0,0.0,
,110.0,0.0,0.0,0.0,
,111.0,0.0,0.0,0.0,
,112.0,0.0,0.0,0.0,
,113.0,0.0,0.0,0.0,
,114.0,0.0,0.0,0.0,
,115.0,0.0,0.0,0.0,
,116.0,0.0,0.0,0.0,
,117.0,0.0,0.0,0.0,
,118.0,0.0,0.0,0.0,
,119.0,0.0,0.0,0.0,
,120.0,0.0,0.0,0.0,
,121.0,0.0,0.0,0.0,
,122.0,0.0,0.0,0.0,
,123.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,
,1.0,0.0,0.0,0.0,
,2.0,0.0073637481416254,2945.499256650181,0.0,
,3.0,0.0,0.0,0.0,
,4.0,0.0,0.0,0.0,
,5.0,0.0,0.0,0.0,
,6.0,0.0,0.0,0.0,
,7.0,0.0,0.0,0.0,
,8.0,0.0,0.0,0.0,
,9.0,0.0,0.0,0.0,
,10.0,0.0,0.0,0.0,
,11.0,0.0,0.0,0.0,
,12.0,0.0,0.0,0.0,
,13.0,0.118445649394197,47378.259757678825,0.0,0.0
,14.0,0.0,0.0,0.0,
,15.0,0.0848471789549635,33938.87158198541,0.0,0.0
,16.0,0.0,0.0,0.0,
,17.0,0.0,0.0,0.0,
,18.0,0.0261717966181148,10468.718647245929,0.0,
,19.0,0.0,0.0,0.0,
,20.0,0.0,0.0,0.0,
,21.0,0.0,0.0,0.0,
,22.0,0.0,0.0,0.0,
,23.0,0.0,0.0,0.0,
,24.0,0.0,0.0,0.0,
,25.0,0.0781384065370797,31255.36261483188,0.0,0.0
,26.0,0.0,0.0,0.0,
,27.0,0.0,0.0,0.0,
,28.0,0.0,0.0,0.0,
,29.0,0.096202643079625,38481.05723185003,0.0,0.0
,30.0,0.0,0.0,0.0,
,31.0,0.0,0.0,0.0,
,32.0,0.0,0.0,0.0,
,33.0,0.1033759021683091,41350.360867323645,0.0,0.0
,34.0,0.0,0.0,0.0,
,35.0,0.0,0.0,0.0,
,36.0,0.0,0.0,0.0,
,37.0,0.0,0.0,0.0,
,38.0,0.0,0.0,0.0,
,39.0,0.0,0.0,0.0,
,40.0,0.0,0.0,0.0,
,41.0,0.0,0.0,0.0,
,42.0,0.0,0.0,0.0,
,43.0,0.0185763446989444,7430.537879577791,0.0,
,44.0,0.0,0.0,0.0,
,45.0,0.0,0.0,0.0,
,46.0,0.0,0.0,0.0,
,47.0,0.0,0.0,0.0,
,48.0,0.0,0.0,0.0,
,49.0,0.0,0.0,0.0,
,50.0,0.0,0.0,0.0,
,51.0,0.011687700134322,4675.080053728828,0.0,
,52.0,0.0,0.0,0.0,
,53.0,0.0,0.0,0.0,
,54.0,0.0,0.0,0.0,
,55.0,0.0,0.0,0.0,
,56.0,0.0,0.0,0.0,
,57.0,0.0,0.0,0.0,
,58.0,0.0,0.0,0.0,
,59.0,0.0,0.0,0.0,
,60.0,0.0,0.0,0.0,
,61.0,0.0,0.0,0.0,
,62.0,0.0,0.0,0.0,
,63.0,0.0179186763981768,7167.470559270731,0.0,0.0
,64.0,0.0,0.0,0.0,
,65.0,0.0,0.0,0.0,
,66.0,0.0,0.0,0.0,
,67.0,0.0,0.0,0.0,
,68.0,0.0,0.0,0.0,
,69.0,0.0,0.0,0.0,
,70.0,0.0,0.0,0.0,
,71.0,0.0,0.0,0.0,
,72.0,0.0,0.0,0.0,
,73.0,0.0,0.0,0.0,
,74.0,0.0,0.0,0.0,
,75.0,0.0,0.0,0.0,
,76.0,0.0,0.0,0.0,
,77.0,0.0,0.0,0.0,
,78.0,0.0,0.0,0.0,
,79.0,0.0,0.0,0.0,
,80.0,0.0,0.0,0.0,
,81.0,0.0179046598432594,7161.863937303776,0.0,
,82.0,0.0,0.0,0.0,
,83.0,0.0,0.0,0.0,
,84.0,0.0,0.0,0.0,
,85.0,0.0,0.0,0.0,
,86.0,0.0573144051677868,22925.76206711473,0.0,0.0
,87.0,0.0325994681230307,13039.787249212302,0.0,0.0
,88.0,0.0,0.0,0.0,
,89.0,0.0,0.0,0.0,
,90.0,0.0,0.0,0.0,
,91.0,0.0,0.0,0.0,
,92.0,0.0,0.0,0.0,
,93.0,0.0233422186150187,9336.88744600749,0.0,0.0
,94.0,0.0,0.0,0.0,
,95.0,0.0,0.0,0.0,
,96.0,0.0,0.0,0.0,
,97.0,0.0,0.0,0.0,
,98.0,0.0,0.0,0.0,
,99.0,0.0,0.0,0.0,
,100.0,0.0567243010960989,22689.720438439585,0.0,0.0
,101.0,0.0,0.0,0.0,
,102.0,0.0,0.0,0.0,
,103.0,0.0,0.0,0.0,
,104.0,0.0,0.0,0.0,
,105.0,0.0,0.0,0.0,
,106.0,0.0,0.0,0.0,
,107.0,0.0,0.0,0.0,
,108.0,0.0,0.0,0.0,
,109.0,0.0,0.0,0.0,
,110.0,0.0,0.0,0.0,
,111.0,0.0,0.0,0.0,
,112.0,0.0,0.0,0.0,
,113.0,0.0,0.0,0.0,
,114.0,0.0,0.0,0.0,
,115.0,0.0,0.0,0.0,
,116.0,0.0,0.0,0.0,
,117.0,0.0,0.0,0.0,
,118.0,0.0,0.0,0.0,
,119.0,0.0,0.0,0.0,
,120.0,0.0,0.0,0.0,
,121.0,0.0,0.0,0.0,
,122.0,0.0,0.0,0.0,
,123.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,
,1.0,0.0,0.0,0.0,
,2.0,0.0217551710214393,8702.068408575726,0.0,0.0
,3.0,0.0168790747072325,6751.62988289301,0.0,0.0
,4.0,0.0,0.0,0.0,
,5.0,0.0,0.0,0.0,
,6.0,0.0,0.0,0.0,
,7.0,0.0060226860362778,2409.0744145111544,0.0,
,8.0,0.0,0.0,0.0,
,9.0,0.0,0.0,0.0,
,10.0,0.0,0.0,0.0,
,11.0,0.0,0.0,0.0,
,12.0,0.0,0.0,0.0,
,13.0,0.1509314930872727,60372.59723490909,0.0,0.0
,14.0,0.0,0.0,0.0,
,15.0,0.1725542381683403,69021.69526733615,0.0,0.0
,16.0,0.0,0.0,0.0,
,17.0,0.0,0.0,0.0,
,18.0,0.0,0.0,0.0,
,19.0,0.0,0.0,0.0,
,20.0,0.0,0.0,0.0,
,21.0,0.0,0.0,0.0,
,22.0,0.0,0.0,0.0,
,23.0,0.0,0.0,0.0,
,24.0,0.0,0.0,0.0,
,25.0,0.0002551674837509,102.06699350036502,0.0,
,26.0,0.0,0.0,0.0,
,27.0,0.0,0.0,0.0,
,28.0,0.0,0.0,0.0,
,29.0,0.297285402644253,118914.1610577012,0.0,0.0
,30.0,0.0,0.0,0.0,
,31.0,0.0,0.0,0.0,
,32.0,0.0,0.0,0.0,
,33.0,0.2574718307957991,102988.73231831964,0.0,0.0
,34.0,0.0,0.0,0.0,
,35.0,0.0,0.0,0.0,
,36.0,0.0,0.0,0.0,
,37.0,0.0,0.0,0.0,
,38.0,0.0,0.0,0.0,
,39.0,0.0,0.0,0.0,
,40.0,0.0,0.0,0.0,
,41.0,0.0,0.0,0.0,
,42.0,0.0,0.0,0.0,
,43.0,0.0,0.0,0.0,
,44.0,0.0,0.0,0.0,
,45.0,0.0,0.0,0.0,
,46.0,0.0,0.0,0.0,
,47.0,0.0,0.0,0.0,
,48.0,0.0,0.0,0.0,
,49.0,0.0,0.0,0.0,
,50.0,0.0,0.0,0.0,
,51.0,0.0,0.0,0.0,
,52.0,0.0,0.0,0.0,
,53.0,0.0,0.0,0.0,
,54.0,0.0,0.0,0.0,
,55.0,0.0,0.0,0.0,
,56.0,0.0,0.0,0.0,
,57.0,0.0,0.0,0.0,
,58.0,0.0,0.0,0.0,
,59.0,0.0,0.0,0.0,
,60.0,0.0,0.0,0.0,
,61.0,0.0,0.0,0.0,
,62.0,0.0,0.0,0.0,
,63.0,0.151034345122326,60413.73804893039,0.0,0.0
,64.0,0.0,0.0,0.0,
,65.0,0.0,0.0,0.0,
,66.0,0.0,0.0,0.0,
,67.0,0.0,0.0,0.0,
,68.0,0.0,0.0,0.0,
,69.0,0.0,0.0,0.0,
,70.0,0.0,0.0,0.0,
,71.0,0.0,0.0,0.0,
,72.0,0.0,0.0,0.0,
,73.0,0.0,0.0,0.0,
,74.0,0.0,0.0,0.0,
,75.0,0.0,0.0,0.0,
,76.0,0.0,0.0,0.0,
,77.0,0.0,0.0,0.0,
,78.0,0.0,0.0,0.0,
,79.0,0.0,0.0,0.0,
,80.0,0.0,0.0,0.0,
,81.0,0.0,0.0,0.0,
,82.0,0.0,0.0,0.0,
,83.0,0.0,0.0,0.0,
,84.0,0.0,0.0,0.0,
,85.0,0.0,0.0,0.0,
,86.0,0.0156813087326833,6272.523493073336,0.0,0.0
,87.0,0.0168402628086674,6736.105123466996,0.0,0.0
,88.0,0.0,0.0,0.0,
,89.0,0.0,0.0,0.0,
,90.0,0.0,0.0,0.0,
,91.0,0.0,0.0,0.0,
,92.0,0.0,0.0,0.0,
,93.0,0.0956621773862913,38264.87095451652,0.0,0.0
,94.0,0.0,0.0,0.0,
,95.0,0.0,0.0,0.0,
,96.0,0.0,0.0,0.0,
,97.0,0.0,0.0,0.0,
,98.0,0.0,0.0,0.0,
,99.0,0.0,0.0,0.0,
,100.0,0.0254014889326631,10160.595573065251,0.0,0.0
,101.0,0.0,0.0,0.0,
,102.0,0.0,0.0,0.0,
,103.0,0.0,0.0,0.0,
,104.0,0.0,0.0,0.0,
,105.0,0.0,0.0,0.0,
,106.0,0.0,0.0,0.0,
,107.0,0.0,0.0,0.0,
,108.0,0.0,0.0,0.0,
,109.0,0.0,0.0,0.0,
,110.0,0.0,0.0,0.0,
,111.0,0.0,0.0,0.0,
,112.0,0.0,0.0,0.0,
,113.0,0.0,0.0,0.0,
,114.0,0.0,0.0,0.0,
,115.0,0.0,0.0,0.0,
,116.0,0.0,0.0,0.0,
,117.0,0.0,0.0,0.0,
,118.0,0.0,0.0,0.0,
,119.0,0.0,0.0,0.0,
,120.0,0.0,0.0,0.0,
,121.0,0.0,0.0,0.0,
,122.0,0.0,0.0,0.0,
,123.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,
,1.0,0.0,0.0,0.0,
,2.0,0.0623116406639759,24924.65626559038,0.0,0.0
,3.0,0.0,0.0,0.0,
,4.0,0.0,0.0,0.0,
,5.0,0.0,0.0,0.0,
,6.0,0.0,0.0,0.0,
,7.0,0.0,0.0,0.0,
,8.0,0.0,0.0,0.0,
,9.0,0.0,0.0,0.0,
,10.0,0.0,0.0,0.0,
,11.0,0.0,0.0,0.0,
,12.0,0.0,0.0,0.0,
,13.0,0.1346977181338251,53879.08725353004,0.0,0.0
,14.0,0.0,0.0,0.0,
,15.0,0.1954549914162386,78181.99656649547,0.0,0.0
,16.0,0.0,0.0,0.0,
,17.0,0.0,0.0,0.0,
,18.0,0.0251587374529279,10063.494981171165,0.0,0.0
,19.0,0.0,0.0,0.0,
,20.0,0.0,0.0,0.0,
,21.0,0.0,0.0,0.0,
,22.0,0.0,0.0,0.0,
,23.0,0.0,0.0,0.0,
,24.0,0.0,0.0,0.0,
,25.0,0.0216733184901708,8669.327396068347,0.0,0.0
,26.0,0.0,0.0,0.0,
,27.0,0.0,0.0,0.0,
,28.0,0.0,0.0,0.0,
,29.0,0.336912526990512,134765.0107962048,0.0,0.0
,30.0,0.0,0.0,0.0,
,31.0,0.0,0.0,0.0,
,32.0,0.0,0.0,0.0,
,33.0,0.3194308648686499,127772.34594745998,0.0,0.0
,34.0,0.0,0.0,0.0,
,35.0,0.0,0.0,0.0,
,36.0,0.0203571781373465,8142.871254938619,0.0,0.0
,37.0,0.0,0.0,0.0,
,38.0,0.0,0.0,0.0,
,39.0,0.0,0.0,0.0,
,40.0,0.0,0.0,0.0,
,41.0,0.0,0.0,0.0,
,42.0,0.0,0.0,0.0,
,43.0,0.0110364536082474,4414.581443298961,0.0,0.0
,44.0,0.0,0.0,0.0,
,45.0,0.0,0.0,0.0,
,46.0,0.0,0.0,0.0,
,47.0,0.0,0.0,0.0,
,48.0,0.0,0.0,0.0,
,49.0,0.0,0.0,0.0,
,50.0,0.0,0.0,0.0,
,51.0,0.0625,25000.0,0.0,
,52.0,0.0,0.0,0.0,
,53.0,0.0,0.0,0.0,
,54.0,0.0,0.0,0.0,
,55.0,0.0,0.0,0.0,
,56.0,0.0,0.0,0.0,
,57.0,0.0,0.0,0.0,
,58.0,0.0,0.0,0.0,
,59.0,0.0,0.0,0.0,
,60.0,0.0,0.0,0.0,
,61.0,0.0,0.0,0.0,
,62.0,0.0,0.0,0.0,
,63.0,0.2186885090696549,87475.40362786196,0.0,0.0
,64.0,0.0,0.0,0.0,
,65.0,0.0,0.0,0.0,
,66.0,0.0,0.0,0.0,
,67.0,0.0,0.0,0.0,
,68.0,0.0,0.0,0.0,
,69.0,0.0,0.0,0.0,
,70.0,0.0,0.0,0.0,
,71.0,0.0,0.0,0.0,
,72.0,0.0,0.0,0.0,
,73.0,0.0,0.0,0.0,
,74.0,0.0570101273532077,22804.050941283112,0.0,0.0
,75.0,0.0,0.0,0.0,
,76.0,0.0,0.0,0.0,
,77.0,0.0,0.0,0.0,
,78.0,0.0,0.0,0.0,
,79.0,0.0,0.0,0.0,
,80.0,0.0,0.0,0.0,
,81.0,0.0155278524361896,6211.140974475869,0.0,
,82.0,0.0,0.0,0.0,
,83.0,0.0,0.0,0.0,
,84.0,0.0,0.0,0.0,
,85.0,0.0,0.0,0.0,
,86.0,0.0021173208382137,846.9283352854886,0.0,0.0
,87.0,0.0025618250660328,1024.730026413136,0.0,
,88.0,0.0,0.0,0.0,
,89.0,0.0,0.0,0.0,
,90.0,0.0,0.0,0.0,
,91.0,0.0,0.0,0.0,
,92.0,0.0,0.0,0.0,
,93.0,0.0994716007449191,39788.640297967664,0.0,0.0
,94.0,0.0,0.0,0.0,
,95.0,0.0,0.0,0.0,
,96.0,0.0,0.0,0.0,
,97.0,0.0,0.0,0.0,
,98.0,0.0,0.0,0.0,
,99.0,0.0,0.0,0.0,
,100.0,0.0362637319100246,14505.492764009849,0.0,0.0
,101.0,0.0,0.0,0.0,
,102.0,0.0,0.0,0.0,
,103.0,0.0,0.0,0.0,
,104.0,0.0,0.0,0.0,
,105.0,0.0,0.0,0.0,
,106.0,0.0,0.0,0.0,
,107.0,0.0,0.0,0.0,
,108.0,0.0,0.0,0.0,
,109.0,0.0,0.0,0.0,
,110.0,0.0,0.0,0.0,
,111.0,0.0,0.0,0.0,
,112.0,0.0,0.0,0.0,
,113.0,0.0,0.0,0.0,
,114.0,0.0,0.0,0.0,
,115.0,0.0,0.0,0.0,
,116.0,0.0,0.0,0.0,
,117.0,0.0,0.0,0.0,
,118.0,0.0,0.0,0.0,
,119.0,0.0,0.0,0.0,
,120.0,0.0,0.0,0.0,
,121.0,0.0,0.0,0.0,
,122.0,0.0,0.0,0.0,
,123.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,
,1.0,0.0,0.0,0.0,
,2.0,0.0161305238493522,6452.209539740908,0.0,0.0
,3.0,0.0032070777255677,1282.831090227087,0.0,
,4.0,0.0,0.0,0.0,
,5.0,0.0,0.0,0.0,
,6.0,0.0,0.0,0.0,
,7.0,0.0,0.0,0.0,
,8.0,0.0,0.0,0.0,
,9.0,0.0,0.0,0.0,
,10.0,0.0,0.0,0.0,
,11.0,0.0,0.0,0.0,
,12.0,0.0,0.0,0.0,
,13.0,0.0528205320174579,21128.212806983192,0.0,0.0
,14.0,0.0,0.0,0.0,
,15.0,0.0364213628000656,14568.545120026243,0.0,0.0
,16.0,0.0,0.0,0.0,
,17.0,0.0,0.0,0.0,
,18.0,0.0,0.0,0.0,
,19.0,0.0,0.0,0.0,
,20.0,0.0,0.0,0.0,
,21.0,0.0,0.0,0.0,
,22.0,0.0,0.0,0.0,
,23.0,0.0,0.0,0.0,
,24.0,0.0,0.0,0.0,
,25.0,0.0531118837944161,21244.75351776645,0.0,0.0
,26.0,0.0,0.0,0.0,
,27.0,0.0,0.0,0.0,
,28.0,0.0,0.0,0.0,
,29.0,0.1915509037737261,76620.36150949045,0.0,0.0
,30.0,0.0,0.0,0.0,
,31.0,0.0,0.0,0.0,
,32.0,0.0,0.0,0.0,
,33.0,0.1587766399745638,63510.65598982554,0.0,0.0
,34.0,0.0,0.0,0.0,
,35.0,0.0,0.0,0.0,
,36.0,0.0124398393567507,4975.935742700312,0.0,0.0
,37.0,0.0,0.0,0.0,
,38.0,0.0,0.0,0.0,
,39.0,0.0,0.0,0.0,
,40.0,0.0,0.0,0.0,
,41.0,0.0,0.0,0.0,
,42.0,0.0,0.0,0.0,
,43.0,0.0,0.0,0.0,
,44.0,0.0,0.0,0.0,
,45.0,0.0,0.0,0.0,
,46.0,0.0,0.0,0.0,
,47.0,0.0,0.0,0.0,
,48.0,0.0,0.0,0.0,
,49.0,0.0,0.0,0.0,
,50.0,0.0,0.0,0.0,
,51.0,0.063352842790763,25341.13711630523,0.0,
,52.0,0.0,0.0,0.0,
,53.0,0.0,0.0,0.0,
,54.0,0.0,0.0,0.0,
,55.0,0.0,0.0,0.0,
,56.0,0.0,0.0,0.0,
,57.0,0.0,0.0,0.0,
,58.0,0.0,0.0,0.0,
,59.0,0.0,0.0,0.0,
,60.0,0.0,0.0,0.0,
,61.0,0.0,0.0,0.0,
,62.0,0.0,0.0,0.0,
,63.0,0.0795054944060737,31802.19776242949,0.0,0.0
,64.0,0.0,0.0,0.0,
,65.0,0.0,0.0,0.0,
,66.0,0.0,0.0,0.0,
,67.0,0.0,0.0,0.0,
,68.0,0.0,0.0,0.0,
,69.0,0.0,0.0,0.0,
,70.0,0.0,0.0,0.0,
,71.0,0.0,0.0,0.0,
,72.0,0.0,0.0,0.0,
,73.0,0.0,0.0,0.0,
,74.0,0.0254296499911171,10171.859996446869,0.0,0.0
,75.0,0.0,0.0,0.0,
,76.0,0.0,0.0,0.0,
,77.0,0.0,0.0,0.0,
,78.0,0.0,0.0,0.0,
,79.0,0.0,0.0,0.0,
,80.0,0.0,0.0,0.0,
,81.0,0.0,0.0,0.0,
,82.0,0.0,0.0,0.0,
,83.0,0.0,0.0,0.0,
,84.0,0.0,0.0,0.0,
,85.0,0.0,0.0,0.0,
,86.0,0.0110236616675957,4409.464667038305,0.0,0.0
,87.0,0.0036004642878718,1440.1857151487472,0.0,0.0
,88.0,0.0,0.0,0.0,
,89.0,0.0,0.0,0.0,
,90.0,0.0,0.0,0.0,
,91.0,0.0,0.0,0.0,
,92.0,0.0,0.0,0.0,
,93.0,0.0708958996286587,28358.35985146351,0.0,0.0
,94.0,0.0,0.0,0.0,
,95.0,0.0,0.0,0.0,
,96.0,0.0,0.0,0.0,
,97.0,0.0,0.0,0.0,
,98.0,0.0,0.0,0.0,
,99.0,0.0,0.0,0.0,
,100.0,0.0377834303718842,15113.37214875368,0.0,0.0
,101.0,0.0,0.0,0.0,
,102.0,0.0,0.0,0.0,
,103.0,0.0,0.0,0.0,
,104.0,0.0,0.0,0.0,
,105.0,0.0,0.0,0.0,
,106.0,0.0,0.0,0.0,
,107.0,0.0,0.0,0.0,
,108.0,0.0,0.0,0.0,
,109.0,0.0,0.0,0.0,
,110.0,0.0,0.0,0.0,
,111.0,0.0,0.0,0.0,
,112.0,0.0,0.0,0.0,
,113.0,0.0,0.0,0.0,
,114.0,0.0,0.0,0.0,
,115.0,0.0,0.0,0.0,
,116.0,0.0,0.0,0.0,
,117.0,0.0,0.0,0.0,
,118.0,0.0,0.0,0.0,
,119.0,0.0,0.0,0.0,
,120.0,0.0,0.0,0.0,
,121.0,0.0,0.0,0.0,
,122.0,0.0,0.0,0.0,
,123.0,0.0,0.0,0.0,
,0.0,0.0,0.0,0.0,
,1.0,0.0,0.0,0.0,
,2.0,0.0157535292641658,6301.411705666323,0.0,0.0
,3.0,0.0,0.0,0.0,
,4.0,0.0,0.0,0.0,
,5.0,0.0,0.0,0.0,
,6.0,0.0,0.0,0.0,
,7.0,0.0270928147821259,10837.125912850368,0.0,0.0
,8.0,0.0,0.0,0.0,
,9.0,0.0,0.0,0.0,
,10.0,0.0,0.0,0.0,
,11.0,0.0,0.0,0.0,
,12.0,0.0,0.0,0.0,
,13.0,0.0806821844598794,32272.873783951785,0.0,0.0
,14.0,0.0,0.0,0.0,
,15.0,0.0671087670194662,26843.506807786493,0.0,0.0
,16.0,0.0,0.0,0.0,
,17.0,0.0,0.0,0.0,
,18.0,0.0,0.0,0.0,
,19.0,0.0,0.0,0.0,
,20.0,0.0,0.0,0.0,
,21.0,0.0,0.0,0.0,
,22.0,0.0,0.0,0.0,
,23.0,0.0,0.0,0.0,
,24.0,0.0,0.0,0.0,
,25.0,0.0,0.0,0.0,
,26.0,0.0,0.0,0.0,
,27.0,0.0,0.0,0.0,
,28.0,0.0,0.0,0.0,
,29.0,0.1453717884680538,58148.71538722153,0.0,0.0
,30.0,0.0,0.0,0.0,
,31.0,0.0,0.0,0.0,
,32.0,0.0,0.0,0.0,
,33.0,0.2402066661459144,96082.66645836575,0.0,0.0
,34.0,0.0,0.0,0.0,
,35.0,0.0,0.0,0.0,
,36.0,0.0388215077868467,15528.603114738691,0.0,0.0
,37.0,0.0,0.0,0.0,
,38.0,0.0,0.0,0.0,
,39.0,0.0,0.0,0.0,
,40.0,0.0,0.0,0.0,
,41.0,0.0,0.0,0.0,
,42.0,0.0,0.0,0.0,
,43.0,0.0,0.0,0.0,
,44.0,0.0,0.0,0.0,
,45.0,0.0,0.0,0.0,
,46.0,0.0,0.0,0.0,
,47.0,0.0,0.0,0.0,
,48.0,0.0,0.0,0.0,
,49.0,0.0,0.0,0.0,
,50.0,0.0,0.0,0.0,
,51.0,0.00994640625,3978.562500000004,0.0,0.0
,52.0,0.0,0.0,0.0,
,53.0,0.0,0.0,0.0,
,54.0,0.0,0.0,0.0,
,55.0,0.0,0.0,0.0,
,56.0,0.0,0.0,0.0,
,57.0,0.0,0.0,0.0,
,58.0,0.0,0.0,0.0,
,59.0,0.0,0.0,0.0,
,60.0,0.0,0.0,0.0,
,61.0,0.0,0.0,0.0,
,62.0,0.0,0.0,0.0,
,63.0,0.1014463207636082,40578.52830544331,0.0,0.0
,64.0,0.0,0.0,0.0,
,65.0,0.0,0.0,0.0,
,66.0,0.0,0.0,0.0,
,67.0,0.0,0.0,0.0,
,68.0,0.0,0.0,0.0,
,69.0,0.0,0.0,0.0,
,70.0,0.0,0.0,0.0,
,71.0,0.0,0.0,0.0,
,72.0,0.0,0.0,0.0,
,73.0,0.0,0.0,0.0,
,74.0,0.0375,15000.0,0.0,0.0
,75.0,0.0,0.0,0.0,
,76.0,0.0,0.0,0.0,
,77.0,0.0,0.0,0.0,
,78.0,0.0,0.0,0.0,
,79.0,0.0,0.0,0.0,
,80.0,0.0,0.0,0.0,
,81.0,0.0,0.0,0.0,
,82.0,0.0,0.0,0.0,
,83.0,0.0,0.0,0.0,
,84.0,0.0,0.0,0.0,
,85.0,0.0,0.0,0.0,
,86.0,0.0,0.0,0.0,
,87.0,0.0,0.0,0.0,
,88.0,0.0,0.0,0.0,
,89.0,0.0,0.0,0.0,
,90.0,0.0,0.0,0.0,
,91.0,0.0,0.0,0.0,
,92.0,0.0,0.0,0.0,
,93.0,0.0464795824101551,18591.83296406204,0.0,0.0
,94.0,0.0,0.0,0.0,
,95.0,0.0,0.0,0.0,
,96.0,0.0,0.0,0.0,
,97.0,0.0,0.0,0.0,
,98.0,0.0,0.0,0.0,
,99.0,0.0,0.0,0.0,
,100.0,0.0293229326497842,11729.173059913704,0.0,0.0
