Unnamed: 0,cell_id,load_factor,wait_times
,51.0,0.0539696831926855,0.0
,52.0,0.0,
,53.0,0.0,
,54.0,0.0,
,55.0,0.0,
,56.0,0.0,
,57.0,0.0,
,58.0,0.0,
,59.0,0.0,
,60.0,0.0,
,61.0,0.0,
,62.0,0.0,
,63.0,0.1454073420591952,0.0
,64.0,0.0,
,65.0,0.0,
,66.0,0.0,
,67.0,0.0,
,68.0,0.0,
,69.0,0.0,
,70.0,0.0,
,71.0,0.0,
,72.0,0.0,
,73.0,0.0,
,74.0,0.2370403002348302,0.0
,75.0,0.0,
,76.0,0.0,
,77.0,0.0,
,78.0,0.0,
,79.0,0.0,
,80.0,0.0,
,81.0,0.0001015171669048,
,82.0,0.0,
,83.0,0.0,
,84.0,0.0,
,85.0,0.0,
,86.0,0.0663871689343086,0.0
,87.0,0.0108941354597427,
,88.0,0.0,
,89.0,0.0,
,90.0,0.0,
,91.0,0.0,
,92.0,0.0,
,93.0,0.2861596400178943,0.0
,94.0,0.0,
,95.0,0.0,
,96.0,0.0,
,97.0,0.0,
,98.0,0.0,
,99.0,0.0,
,100.0,0.1569107063097366,0.0
,101.0,0.0,
,102.0,0.0,
,103.0,0.0,
,104.0,0.0,
,105.0,0.0,
,106.0,0.0,
,107.0,0.0,
,108.0,0.0,
,109.0,0.0,
,110.0,0.0,
,111.0,0.0,
,112.0,0.0,
,113.0,0.0,
,114.0,0.0,
,115.0,0.0,
,116.0,0.0,
,117.0,0.0,
,118.0,0.0,
,119.0,0.0,
,120.0,0.0,
,121.0,0.0,
,122.0,0.0,
,123.0,0.0,
,0.0,0.0,
,1.0,0.0,
,2.0,0.3163820846834758,0.0
,3.0,0.0837905497629312,
,4.0,0.0,
,5.0,0.0,
,6.0,0.0,
,7.0,0.0137128067757089,
,8.0,0.0,
,9.0,0.0,
,10.0,0.0,
,11.0,0.0,
,12.0,0.0,
,13.0,0.3125,0.0
,14.0,0.0,
,15.0,0.5174285086668832,0.0
,16.0,0.0,
,17.0,0.0,
,18.0,0.0,
,19.0,0.0,
,20.0,0.0,
,21.0,0.0,
,22.0,0.0,
,23.0,0.0,
,24.0,0.0,
,25.0,0.0,
,26.0,0.0,
,27.0,0.0,
,28.0,0.0,
,29.0,0.4723214061782,0.0
,30.0,0.0,
,31.0,0.0,
,32.0,0.0,
,33.0,0.6166445509164942,0.0
,34.0,0.0,
,35.0,0.0,
,36.0,0.0,
,37.0,0.0,
,38.0,0.0,
,39.0,0.0,
,40.0,0.0,
,41.0,0.0,
,42.0,0.0,
,43.0,0.0,
,44.0,0.0,
,45.0,0.0,
,46.0,0.0,
,47.0,0.0,
,48.0,0.0,
,49.0,0.0,
,50.0,0.0,
,51.0,0.1263845210464529,0.75
,52.0,0.0,
,53.0,0.0,
,54.0,0.0,
,55.0,0.0,
,56.0,0.0,
,57.0,0.0,
,58.0,0.0,
,59.0,0.0,
,60.0,0.0,
,61.0,0.0,
,62.0,0.0,
,63.0,0.2109958047206357,0.0
,64.0,0.0,
,65.0,0.0,
,66.0,0.0,
,67.0,0.0,
,68.0,0.0,
,69.0,0.0,
,70.0,0.0,
,71.0,0.0,
,72.0,0.0,
,73.0,0.0,
,74.0,0.190981965909341,0.0
,75.0,0.0,
,76.0,0.0,
,77.0,0.0,
,78.0,0.0,
,79.0,0.0,
,80.0,0.0,
,81.0,0.0,
,82.0,0.0,
,83.0,0.0,
,84.0,0.0,
,85.0,0.0,
,86.0,0.1164365568344594,0.0
,87.0,0.3373340326883442,0.0
,88.0,0.0,
,89.0,0.0,
,90.0,0.0,
,91.0,0.0,
,92.0,0.0,
,93.0,0.5067048516799961,0.0
,94.0,0.0,
,95.0,0.0,
,96.0,0.0,
,97.0,0.0,
,98.0,0.0,
,99.0,0.0,
,100.0,0.1607146747078185,0.0
,101.0,0.0,
,102.0,0.0,
,103.0,0.0,
,104.0,0.0,
,105.0,0.0,
,106.0,0.0,
,107.0,0.0,
,108.0,0.0,
,109.0,0.0,
,110.0,0.0,
,111.0,0.0,
,112.0,0.0,
,113.0,0.0,
,114.0,0.0,
,115.0,0.0,
,116.0,0.0,
,117.0,0.0,
,118.0,0.0,
,119.0,0.0,
,120.0,0.0,
,121.0,0.0,
,122.0,0.0,
,123.0,0.0,
,0.0,0.0,
,1.0,0.0,
,2.0,0.3213650665213196,0.4166666666666667
,3.0,0.2165248407288532,0.0
,4.0,0.0,
,5.0,0.0,
,6.0,0.0,
,7.0,0.0500076756559949,
,8.0,0.0,
,9.0,0.0,
,10.0,0.0,
,11.0,0.0,
,12.0,0.0,
,13.0,1.0625,13.0
,14.0,0.0,
,15.0,1.0,8.25
,16.0,0.0,
,17.0,0.0,
,18.0,0.0,
,19.0,0.0,
,20.0,0.0,
,21.0,0.0,
,22.0,0.0,
,23.0,0.0,
,24.0,0.0,
,25.0,0.0,
,26.0,0.0,
,27.0,0.0,
,28.0,0.0,
,29.0,0.9386633835503498,6.5
,30.0,0.0,
,31.0,0.0,
,32.0,0.0,
,33.0,0.6393923307263287,0.2083333333333333
,34.0,0.0,
,35.0,0.0,
,36.0,0.0,
,37.0,0.0,
,38.0,0.0,
,39.0,0.0,
,40.0,0.0,
,41.0,0.0,
,42.0,0.0,
,43.0,0.001086707804512,0.0
,44.0,0.0,
,45.0,0.0,
,46.0,0.0,
,47.0,0.0,
,48.0,0.0,
,49.0,0.0,
,50.0,0.0,
,51.0,0.0,
,52.0,0.0,
,53.0,0.0,
,54.0,0.0,
,55.0,0.0,
,56.0,0.0,
,57.0,0.0,
,58.0,0.0,
,59.0,0.0,
,60.0,0.0,
,61.0,0.0,
,62.0,0.0,
,63.0,0.1884665377784594,0.0
,64.0,0.0,
,65.0,0.0,
,66.0,0.0,
,67.0,0.0,
,68.0,0.0,
,69.0,0.0,
,70.0,0.0,
,71.0,0.0,
,72.0,0.0,
,73.0,0.0,
,74.0,0.0,
,75.0,0.0,
,76.0,0.0,
,77.0,0.0,
,78.0,0.0,
,79.0,0.0,
,80.0,0.0,
,81.0,0.0163552962835565,0.0
,82.0,0.0,
,83.0,0.0,
,84.0,0.0,
,85.0,0.0,
,86.0,0.3748961899229827,0.0
,87.0,0.03125,
,88.0,0.0,
,89.0,0.0,
,90.0,0.0,
,91.0,0.0,
,92.0,0.0,
,93.0,0.125,
,94.0,0.0,
,95.0,0.0,
,96.0,0.0,
,97.0,0.0,
,98.0,0.0,
,99.0,0.0,
,100.0,0.1581652150456761,0.0
,101.0,0.0,
,102.0,0.0,
,103.0,0.0,
,104.0,0.0,
,105.0,0.0,
,106.0,0.0,
,107.0,0.0,
,108.0,0.0,
,109.0,0.0,
,110.0,0.0,
,111.0,0.0,
,112.0,0.0,
,113.0,0.0,
,114.0,0.0,
,115.0,0.0,
,116.0,0.0,
,117.0,0.0,
,118.0,0.0,
,119.0,0.0,
,120.0,0.0,
,121.0,0.0,
,122.0,0.0,
,123.0,0.0,
,0.0,0.0,
,1.0,0.0,
,2.0,0.4382340085793714,2.833333333333333
,3.0,0.1975398441375112,0.5
,4.0,0.0,
,5.0,0.0,
,6.0,0.0,
,7.0,0.0454934701724958,
,8.0,0.0,
,9.0,0.0,
,10.0,0.0,
,11.0,0.0,
,12.0,0.0,
,13.0,0.6900448999780122,0.6666666666666666
,14.0,0.0,
,15.0,0.7837925847526093,0.0
,16.0,0.0,
,17.0,0.0,
,18.0,0.0,
,19.0,0.0,
,20.0,0.0,
,21.0,0.0,
,22.0,0.0,
,23.0,0.0,
,24.0,0.0,
,25.0,0.0,
,26.0,0.0,
,27.0,0.0,
,28.0,0.0,
,29.0,0.857370445620152,0.0
,30.0,0.0,
,31.0,0.0,
,32.0,0.0,
,33.0,0.9059966954592188,0.0
,34.0,0.0,
,35.0,0.0,
,36.0,0.0,
,37.0,0.0,
,38.0,0.0,
,39.0,0.0,
,40.0,0.0,
,41.0,0.0,
,42.0,0.0,
,43.0,0.0,
,44.0,0.0,
,45.0,0.0,
,46.0,0.0,
,47.0,0.0,
,48.0,0.0,
,49.0,0.0,
,50.0,0.0,
,51.0,0.0,
,52.0,0.0,
,53.0,0.0,
,54.0,0.0,
,55.0,0.0,
,56.0,0.0,
,57.0,0.0,
,58.0,0.0,
,59.0,0.0,
,60.0,0.0,
,61.0,0.0,
,62.0,0.0,
,63.0,0.2346511071202185,0.0
,64.0,0.0,
,65.0,0.0,
,66.0,0.0,
,67.0,0.0,
,68.0,0.0,
,69.0,0.0,
,70.0,0.0,
,71.0,0.0,
,72.0,0.0,
,73.0,0.0,
,74.0,0.0,
,75.0,0.0,
,76.0,0.0,
,77.0,0.0,
,78.0,0.0,
,79.0,0.0,
,80.0,0.0,
,81.0,0.0,
,82.0,0.0,
,83.0,0.0,
,84.0,0.0,
,85.0,0.0,
,86.0,0.1523366199820406,0.0
,87.0,0.3649951557605408,0.0
,88.0,0.0,
,89.0,0.0,
,90.0,0.0,
,91.0,0.0,
,92.0,0.0,
,93.0,0.7499999999999998,0.0
,94.0,0.0,
,95.0,0.0,
,96.0,0.0,
,97.0,0.0,
,98.0,0.0,
,99.0,0.0,
,100.0,0.2263291184186011,0.0
,101.0,0.0,
,102.0,0.0,
,103.0,0.0,
,104.0,0.0,
,105.0,0.0,
,106.0,0.0,
,107.0,0.0,
,108.0,0.0,
,109.0,0.0,
,110.0,0.0,
,111.0,0.0,
,112.0,0.0,
,113.0,0.0,
,114.0,0.0,
,115.0,0.0,
,116.0,0.0,
,117.0,0.0,
,118.0,0.0,
,119.0,0.0,
,120.0,0.0,
,121.0,0.0,
,122.0,0.0,
,123.0,0.0,
,0.0,0.0,
,1.0,0.0,
,2.0,0.4268351587234579,0.9166666666666666
,3.0,0.3229235146922338,0.4166666666666667
,4.0,0.0,
,5.0,0.0,
,6.0,0.0,
,7.0,0.1400957830638692,0.0
,8.0,0.0,
,9.0,0.0,
,10.0,0.0,
,11.0,0.0,
,12.0,0.0,
,13.0,0.6875000000000002,1.375
,14.0,0.0,
,15.0,0.875,0.0625
,16.0,0.0,
,17.0,0.0,
,18.0,0.0,
,19.0,0.0,
,20.0,0.0,
,21.0,0.0,
,22.0,0.0,
,23.0,0.0,
,24.0,0.0,
,25.0,0.0,
,26.0,0.0,
,27.0,0.0,
,28.0,0.0,
,29.0,0.909599583889836,0.0
,30.0,0.0,
,31.0,0.0,
,32.0,0.0,
,33.0,0.9206682139309604,0.0
,34.0,0.0,
,35.0,0.0,
,36.0,0.0,
,37.0,0.0,
,38.0,0.0,
,39.0,0.0,
,40.0,0.0,
,41.0,0.0,
,42.0,0.0,
,43.0,0.0,
,44.0,0.0,
,45.0,0.0,
,46.0,0.0,
,47.0,0.0,
,48.0,0.0,
,49.0,0.0,
,50.0,0.0,
,51.0,0.09375,0.0
,52.0,0.0,
,53.0,0.0,
,54.0,0.0,
,55.0,0.0,
,56.0,0.0,
,57.0,0.0,
,58.0,0.0,
,59.0,0.0,
,60.0,0.0,
,61.0,0.0,
,62.0,0.0,
,63.0,0.1576645871297712,0.0
,64.0,0.0,
,65.0,0.0,
,66.0,0.0,
,67.0,0.0,
,68.0,0.0,
,69.0,0.0,
,70.0,0.0,
,71.0,0.0,
,72.0,0.0,
,73.0,0.0,
,74.0,0.0,
,75.0,0.0,
,76.0,0.0,
,77.0,0.0,
,78.0,0.0,
,79.0,0.0,
,80.0,0.0,
,81.0,0.0,
,82.0,0.0,
,83.0,0.0,
,84.0,0.0,
,85.0,0.0,
,86.0,0.1430433837300898,0.0
,87.0,0.0096414293451137,0.0
,88.0,0.0,
,89.0,0.0,
,90.0,0.0,
,91.0,0.0,
,92.0,0.0,
,93.0,0.3840394105292121,0.0
,94.0,0.0,
,95.0,0.0,
,96.0,0.0,
,97.0,0.0,
,98.0,0.0,
,99.0,0.0,
,100.0,0.0911070067201414,0.0
,101.0,0.0,
,102.0,0.0,
,103.0,0.0,
,104.0,0.0,
,105.0,0.0,
,106.0,0.0,
,107.0,0.0,
,108.0,0.0,
,109.0,0.0,
,110.0,0.0,
,111.0,0.0,
,112.0,0.0,
,113.0,0.0,
,114.0,0.0,
,115.0,0.0,
,116.0,0.0,
,117.0,0.0,
,118.0,0.0,
,119.0,0.0,
,120.0,0.0,
,121.0,0.0,
,122.0,0.0,
,123.0,0.0,
,0.0,0.0,
,1.0,0.0,
,2.0,0.0,
,3.0,0.0,
,4.0,0.0,
,5.0,0.0,
,6.0,0.0,
,7.0,0.0,
,8.0,0.0,
,9.0,0.0,
,10.0,0.0,
,11.0,0.0,
,12.0,0.0,
,13.0,0.0,
,14.0,0.0,
,15.0,0.0,
,16.0,0.0,
,17.0,0.0,
,18.0,0.0,
,19.0,0.0,
,20.0,0.0,
,21.0,0.0,
,22.0,0.0,
,23.0,0.0,
,24.0,0.0,
,25.0,0.0,
,26.0,0.0,
,27.0,0.0,
,28.0,0.0,
,29.0,0.0,
,30.0,0.0,
,31.0,0.0,
,32.0,0.0,
,33.0,0.0,
,34.0,0.0,
,35.0,0.0,
,36.0,0.0,
,37.0,0.0,
,38.0,0.0,
,39.0,0.0,
,40.0,0.0,
,41.0,0.0,
,42.0,0.0,
,43.0,0.0,
,44.0,0.0,
,45.0,0.0,
,46.0,0.0,
,47.0,0.0,
,48.0,0.0,
,49.0,0.0,
,50.0,0.0,
,51.0,0.0,
,52.0,0.0,
,53.0,0.0,
,54.0,0.0,
,55.0,0.0,
,56.0,0.0,
,57.0,0.0,
,58.0,0.0,
,59.0,0.0,
,60.0,0.0,
,61.0,0.0,
,62.0,0.0,
,63.0,0.0,
,64.0,0.0,
,65.0,0.0,
,66.0,0.0,
,67.0,0.0,
,68.0,0.0,
,69.0,0.0,
,70.0,0.0,
,71.0,0.0,
,72.0,0.0,
,73.0,0.0,
,74.0,0.0,
,75.0,0.0,
,76.0,0.0,
,77.0,0.0,
,78.0,0.0,
,79.0,0.0,
,80.0,0.0,
,81.0,0.0,
,82.0,0.0,
,83.0,0.0,
,84.0,0.0,
,85.0,0.0,
,86.0,0.0,
,87.0,0.0,
,88.0,0.0,
,89.0,0.0,
,90.0,0.0,
,91.0,0.0,
,92.0,0.0,
,93.0,0.0,
,94.0,0.0,
,95.0,0.0,
,96.0,0.0,
,97.0,0.0,
,98.0,0.0,
,99.0,0.0,
,100.0,0.0,
,101.0,0.0,
,102.0,0.0,
,103.0,0.0,
,104.0,0.0,
,105.0,0.0,
,106.0,0.0,
,107.0,0.0,
,108.0,0.0,
,109.0,0.0,
,110.0,0.0,
,111.0,0.0,
,112.0,0.0,
,113.0,0.0,
,114.0,0.0,
,115.0,0.0,
,116.0,0.0,
,117.0,0.0,
,118.0,0.0,
,119.0,0.0,
,120.0,0.0,
,121.0,0.0,
,122.0,0.0,
,123.0,0.0,
,0.0,0.0,
,1.0,0.0,
,2.0,0.381489879555785,1.375
,3.0,0.1332287241178639,0.0
,4.0,0.0,
,5.0,0.0,
,6.0,0.0,
,7.0,0.03125,
,8.0,0.0,
,9.0,0.0,
,10.0,0.0,
,11.0,0.0,
,12.0,0.0,
,13.0,0.4575408056886906,0.0
,14.0,0.0,
,15.0,0.8325659800472496,0.0
,16.0,0.0,
,17.0,0.0,
,18.0,0.0,
,19.0,0.0,
,20.0,0.0,
,21.0,0.0,
,22.0,0.0,
,23.0,0.0,
,24.0,0.0,
,25.0,0.0,
,26.0,0.0,
,27.0,0.0,
,28.0,0.0,
,29.0,0.7217939665269429,0.0
,30.0,0.0,
,31.0,0.0,
,32.0,0.0,
,33.0,0.8126776901157168,0.0
,34.0,0.0,
,35.0,0.0,
,36.0,0.0,
,37.0,0.0,
,38.0,0.0,
,39.0,0.0,
,40.0,0.0,
,41.0,0.0,
,42.0,0.0,
,43.0,0.0063886682681621,
,44.0,0.0,
,45.0,0.0,
,46.0,0.0,
,47.0,0.0,
,48.0,0.0,
,49.0,0.0,
,50.0,0.0,
,51.0,0.1344810155371413,1.25
,52.0,0.0,
,53.0,0.0,
,54.0,0.0,
,55.0,0.0,
,56.0,0.0,
,57.0,0.0,
,58.0,0.0,
,59.0,0.0,
,60.0,0.0,
,61.0,0.0,
,62.0,0.0,
,63.0,0.3244988026973267,0.0833333333333333
,64.0,0.0,
,65.0,0.0,
,66.0,0.0,
,67.0,0.0,
,68.0,0.0,
,69.0,0.0,
,70.0,0.0,
,71.0,0.0,
,72.0,0.0,
,73.0,0.0,
,74.0,0.0,
,75.0,0.0,
,76.0,0.0,
,77.0,0.0,
,78.0,0.0,
,79.0,0.0,
,80.0,0.0,
,81.0,0.0102350009873238,
,82.0,0.0,
,83.0,0.0,
,84.0,0.0,
,85.0,0.0,
,86.0,0.1304021176112721,0.0
,87.0,0.2650991794223254,0.0
,88.0,0.0,
,89.0,0.0,
,90.0,0.0,
,91.0,0.0,
,92.0,0.0,
,93.0,0.7802063075531409,0.05
,94.0,0.0,
,95.0,0.0,
,96.0,0.0,
,97.0,0.0,
,98.0,0.0,
,99.0,0.0,
,100.0,0.3171453084224784,0.0
,101.0,0.0,
,102.0,0.0,
,103.0,0.0,
,104.0,0.0,
,105.0,0.0,
,106.0,0.0,
,107.0,0.0,
,108.0,0.0,
,109.0,0.0,
,110.0,0.0,
,111.0,0.0,
,112.0,0.0,
,113.0,0.0,
,114.0,0.0,
,115.0,0.0,
,116.0,0.0,
,117.0,0.0,
,118.0,0.0,
,119.0,0.0,
,120.0,0.0,
,121.0,0.0,
,122.0,0.0,
,123.0,0.0,
,0.0,0.0,
,1.0,0.0,
,2.0,0.40625,0.0
,3.0,0.24102399314230727,0.0
,4.0,0.0,
,5.0,0.0,
,6.0,0.0,
,7.0,0.12063741999005083,0.0
,8.0,0.0,
,9.0,0.0,
,10.0,0.0,
,11.0,0.0,
,12.0,0.0,
,13.0,0.40624999999999994,0.0
,14.0,0.0,
,15.0,0.516662628596793,0.0
,16.0,0.0,
,17.0,0.0,
,18.0,0.0,
,19.0,0.0,
,20.0,0.0,
,21.0,0.0,
,22.0,0.0,
,23.0,0.0,
,24.0,0.0,
,25.0,0.0,
,26.0,0.0,
,27.0,0.0,
,28.0,0.0,
,29.0,0.9555052378481983,12.0
,30.0,0.0,
,31.0,0.0,
,32.0,0.0,
,33.0,0.8625993025117045,0.0
,34.0,0.0,
,35.0,0.0,
,36.0,0.07954988315911184,0.0
,37.0,0.0,
,38.0,0.0,
,39.0,0.0,
,40.0,0.0,
,41.0,0.0,
,42.0,0.0,
,43.0,0.0,
,44.0,0.0,
,45.0,0.0,
,46.0,0.0,
,47.0,0.0,
,48.0,0.0,
,49.0,0.0,
,50.0,0.0,
,51.0,0.0,
,52.0,0.0,
,53.0,0.0,
,54.0,0.0,
,55.0,0.0,
,56.0,0.0,
,57.0,0.0,
,58.0,0.0,
,59.0,0.0,
,60.0,0.0,
,61.0,0.0,
,62.0,0.0,
,63.0,0.17213634397417754,0.0
,64.0,0.0,
,65.0,0.0,
,66.0,0.0,
,67.0,0.0,
,68.0,0.0,
,69.0,0.0,
,70.0,0.0,
,71.0,0.0,
,72.0,0.0,
,73.0,0.0,
,74.0,0.0,
,75.0,0.0,
,76.0,0.0,
,77.0,0.0,
,78.0,0.0,
,79.0,0.0,
,80.0,0.0,
,81.0,0.0,
,82.0,0.0,
,83.0,0.0,
,84.0,0.0,
,85.0,0.0,
,86.0,0.002646593237143365,0.0
,87.0,0.1393659683451236,0.0
,88.0,0.0,
,89.0,0.0,
,90.0,0.0,
,91.0,0.0,
,92.0,0.0,
,93.0,0.1150603055974149,0.0
,94.0,0.0,
,95.0,0.0,
,96.0,0.0,
,97.0,0.0,
,98.0,0.0,
,99.0,0.0,
,100.0,0.12563531265905534,0.0
,101.0,0.0,
,102.0,0.0,
,103.0,0.0,
,104.0,0.0,
,105.0,0.0,
,106.0,0.0,
,107.0,0.0,
,108.0,0.0,
,109.0,0.0,
,110.0,0.0,
,111.0,0.0,
,112.0,0.0,
,113.0,0.0,
,114.0,0.0,
,115.0,0.0,
,116.0,0.0,
,117.0,0.0,
,118.0,0.0,
,119.0,0.0,
,120.0,0.0,
,121.0,0.0,
,122.0,0.0,
,123.0,0.0,
